Order-ref,Channel,Order_Status,OCD,Age_Status
ref_878492677,Carrier,Cease Completed,28/05/2019,
ref_878492433,Business,Cease Completed,28/05/2019,
ref_878492283,Business,Cease Completed,28/05/2019,
ref_878491143,Business,Cease Completed,28/05/2019,
ref_878491077,Internal,Cease Completed,28/05/2019,
ref_878491047,Internal,Cease Completed,28/05/2019,
ref_878491016,Internal,Cease Completed,28/05/2019,
ref_878490982,Internal,Cease Completed,28/05/2019,
ref_878490963,Internal,Cease Completed,28/05/2019,
ref_878478677,Business,Completed,28/05/2019,
ref_878478495,Internal,Completed,28/05/2019,
ref_878478316,Internal,Completed,28/05/2019,
ref_878478134,Business,Completed,28/05/2019,
ref_878477954,Business,Completed,28/05/2019,
ref_878477776,Business,Completed,28/05/2019,
ref_878477598,Business,Completed,28/05/2019,
ref_878477420,Business,Completed,28/05/2019,
ref_878477242,Business,Completed,28/05/2019,
ref_878449608,Internal,Cease Completed,28/05/2019,
ref_878449590,Internal,Cease Completed,28/05/2019,
ref_878449570,Internal,Cease Completed,28/05/2019,
ref_878449540,Internal,Cease Completed,28/05/2019,
ref_878449519,Internal,Cease Completed,28/05/2019,
ref_878449453,Business,Cease Completed,28/05/2019,
ref_878449408,Business,Cease Completed,28/05/2019,
ref_878449375,Business,Cease Completed,28/05/2019,
ref_878449352,Business,Cease Completed,28/05/2019,
ref_878449325,Business,Cease Completed,28/05/2019,
ref_878439050,Business,Completed,28/05/2019,
ref_878438872,Business,Completed,28/05/2019,
ref_878438690,Business,Completed,28/05/2019,
ref_878438430,Business,Completed,28/05/2019,
ref_878392127,Internal,In Progress,28/05/2019,BAU
ref_878391889,Internal,In Progress,28/05/2019,BAU
ref_878304501,Carrier,In Progress,28/05/2019,BAU
ref_878292921,Business,Completed,28/05/2019,
ref_878292711,Carrier,In Progress,28/05/2019,BAU
ref_878231781,Internal,Cancelled,28/05/2019,Backlog
ref_878527478,Business,Cease Completed,29/05/2019,
ref_878527453,Business,Cease Completed,29/05/2019,
ref_878527430,Business,Cease Completed,29/05/2019,
ref_878527325,Business,Cease Completed,29/05/2019,
ref_878527302,Business,Cease Completed,29/05/2019,
ref_878527260,Internal,Cease Completed,29/05/2019,
ref_878527237,Internal,Cease Completed,29/05/2019,
ref_878527217,Internal,Cease Completed,29/05/2019,
ref_878500601,Business,Completed,29/05/2019,
ref_878330581,Carrier,Completed,29/05/2019,
ref_878293651,Business,Completed,29/05/2019,
ref_878293421,Carrier,Completed,29/05/2019,
ref_878232116,Internal,Cease Completed,29/05/2019,
ref_878232025,Internal,Cease Completed,29/05/2019,
ref_878613809,Business,Cancelled,30/05/2019,Backlog
ref_878613768,Business,Cease Completed,30/05/2019,
ref_878613723,Internal,Cease Completed,30/05/2019,
ref_878613703,Internal,Cease Completed,30/05/2019,
ref_878613683,Internal,Cease Completed,30/05/2019,
ref_878613663,Internal,Cease Completed,30/05/2019,
ref_878613643,Internal,Cease Completed,30/05/2019,
ref_878613536,Business,Cease Completed,30/05/2019,
ref_878613436,Internal,Cease Completed,30/05/2019,
ref_878613418,Internal,Cease Completed,30/05/2019,
ref_878613279,Carrier,Cease Completed,30/05/2019,
ref_878612749,Internal,Cancelled,30/05/2019,Backlog
ref_878612720,Internal,In Progress,30/05/2019,BAU
ref_878612466,Business,Completed,30/05/2019,
ref_878612271,Carrier,Completed,30/05/2019,
ref_878608151,Carrier,Cease Completed,30/05/2019,
ref_878608033,Carrier,Cease Completed,30/05/2019,
ref_878608030,Business,Cease Completed,30/05/2019,
ref_878607986,Business,Cease Completed,30/05/2019,
ref_878607963,Business,Cease Completed,30/05/2019,
ref_878607848,Business,Cease Completed,30/05/2019,
ref_878607836,Business,Cease Completed,30/05/2019,
ref_878607725,Carrier,Cancelled,30/05/2019,Backlog
ref_878595211,Business,Completed,30/05/2019,
ref_878594481,Carrier,Completed,30/05/2019,
ref_878594281,Carrier,Completed,30/05/2019,
ref_878594261,Carrier,Parked,30/05/2019,BAU Parked
ref_878593521,Carrier,In Progress,30/05/2019,BAU
ref_878592251,Carrier,Completed,30/05/2019,
ref_878592031,Carrier,Completed,30/05/2019,
ref_878591841,Business,Completed,30/05/2019,
ref_878591421,Carrier,Completed,30/05/2019,
ref_878586232,Carrier,Completed,30/05/2019,
ref_878585411,Business,Completed,30/05/2019,
ref_878565681,Carrier,Cease Completed,30/05/2019,
ref_878565615,Carrier,Cease Completed,30/05/2019,
ref_878565550,Carrier,Cease Completed,30/05/2019,
ref_878565482,Carrier,Cease Completed,30/05/2019,
ref_878565443,Internal,Cease Completed,30/05/2019,
ref_878565420,Internal,Cease Completed,30/05/2019,
ref_878565350,Internal,Cease Completed,30/05/2019,
ref_878565321,Internal,Cease Completed,30/05/2019,
ref_878561989,Business,Cancelled,30/05/2019,BAU
ref_878680216,Business,Completed,31/05/2019,
ref_878669631,Internal,In Progress,31/05/2019,BAU
ref_878669411,Business,Completed,31/05/2019,
ref_878669228,Business,Completed,31/05/2019,
ref_878666477,Business,Cease Completed,31/05/2019,
ref_878666327,Business,Cease Completed,31/05/2019,
ref_878666242,Carrier,Cease Completed,31/05/2019,
ref_878659837,Business,Cancelled,31/05/2019,BAU
ref_878659132,Carrier,Cease Completed,31/05/2019,
ref_878659052,Carrier,Cease Completed,31/05/2019,
ref_878658940,Carrier,Cease Completed,31/05/2019,
ref_878658789,Business,Cancelled,31/05/2019,Backlog
ref_878658753,Internal,Cease Completed,31/05/2019,
ref_878658702,Business,Cease Completed,31/05/2019,
ref_878658668,Business,Cease Completed,31/05/2019,
ref_878658638,Business,Cease Completed,31/05/2019,
ref_878658607,Business,Cease Completed,31/05/2019,
ref_878658576,Business,Cease Completed,31/05/2019,
ref_878658546,Business,Cease Completed,31/05/2019,
ref_878658518,Business,Cease Completed,31/05/2019,
ref_878658458,Business,Cease Completed,31/05/2019,
ref_878656459,Internal,Cease Completed,31/05/2019,
ref_878656369,Internal,Cease Completed,31/05/2019,
ref_878656259,Internal,Cease Completed,31/05/2019,
ref_878656229,Internal,Cease Completed,31/05/2019,
ref_878653112,Business,In Progress,31/05/2019,BAU
ref_878652899,Business,In Progress,31/05/2019,BAU
ref_878652685,Business,Completed,31/05/2019,
ref_878652477,Business,Completed,31/05/2019,
ref_878652271,Business,Completed,31/05/2019,
ref_878631779,Carrier,Cease Completed,31/05/2019,
ref_878631670,Carrier,Cease Completed,31/05/2019,
ref_878596091,Carrier,Completed,31/05/2019,
ref_878595671,Carrier,Parked,31/05/2019,BAU Parked
ref_878593101,Business,Completed,31/05/2019,
ref_878592841,Carrier,In Progress,31/05/2019,BAU
ref_878574990,Business,Completed,31/05/2019,
ref_878564061,Business,Completed,31/05/2019,
ref_878558185,Internal,Cease Completed,31/05/2019,
ref_878558149,Business,Cease Completed,31/05/2019,
ref_878558126,Business,Cease Completed,31/05/2019,
ref_878558093,Business,Cease Completed,31/05/2019,
ref_878557714,Business,Completed,31/05/2019,
ref_878557698,Business,Cease Completed,31/05/2019,
ref_878687423,Business,Cancelled,04/06/2019,Backlog
ref_878683841,Business,Completed,04/06/2019,
ref_878683621,Carrier,Completed,04/06/2019,
ref_878683381,Carrier,Completed,04/06/2019,
ref_878675854,Business,Cancelled,04/06/2019,Backlog
ref_878675831,Business,Cease Completed,04/06/2019,
ref_878675798,Business,Cease Completed,04/06/2019,
ref_878675755,Business,Cease Completed,04/06/2019,
ref_878675681,Business,Cease Completed,04/06/2019,
ref_878675641,Internal,Cease Completed,04/06/2019,
ref_878675611,Internal,Cease Completed,04/06/2019,
ref_878675575,Internal,Cease Completed,04/06/2019,
ref_878675545,Internal,Cease Completed,04/06/2019,
ref_878675489,Internal,Cease Completed,04/06/2019,
ref_878657068,Business,Completed,04/06/2019,
ref_878656859,Business,Completed,04/06/2019,
ref_878655911,Carrier,Completed,04/06/2019,
ref_878655901,Carrier,In Progress,04/06/2019,BAU
ref_878655691,Carrier,In Progress,04/06/2019,BAU
ref_878655681,Carrier,Completed,04/06/2019,
ref_878611196,Carrier,Cease Completed,04/06/2019,
ref_878611098,Carrier,Cease Completed,04/06/2019,
ref_878611011,Carrier,Cease Completed,04/06/2019,
ref_878610977,Carrier,Cease Completed,04/06/2019,
ref_878610891,Carrier,Cease Completed,04/06/2019,
ref_878610787,Carrier,Cease Completed,04/06/2019,
ref_878610716,Carrier,Cease Completed,04/06/2019,
ref_878610655,Internal,Cease Completed,04/06/2019,
ref_878610536,Carrier,Cease Completed,04/06/2019,
ref_878610432,Carrier,Cease Completed,04/06/2019,
ref_878610396,Carrier,Cease Completed,04/06/2019,
ref_878564737,Business,Cancelled,04/06/2019,Backlog
ref_878877542,Business,Completed,05/06/2019,
ref_878877349,Business,Completed,05/06/2019,
ref_878861709,Business,Completed,05/06/2019,
ref_878861531,Business,Completed,05/06/2019,
ref_878861334,Business,Completed,05/06/2019,
ref_878856890,Carrier,Cease Completed,05/06/2019,
ref_878856810,Carrier,Cease Completed,05/06/2019,
ref_878856709,Carrier,Cease Completed,05/06/2019,
ref_878856608,Carrier,Cease Completed,05/06/2019,
ref_878856546,Carrier,Cease Completed,05/06/2019,
ref_878856457,Internal,Cease Completed,05/06/2019,
ref_878856403,Internal,Cease Completed,05/06/2019,
ref_878856379,Internal,Cease Completed,05/06/2019,
ref_878856356,Internal,Cease Completed,05/06/2019,
ref_878856332,Internal,Cease Completed,05/06/2019,
ref_878856308,Internal,Cease Completed,05/06/2019,
ref_878856284,Internal,Cease Completed,05/06/2019,
ref_878856263,Internal,Cease Completed,05/06/2019,
ref_878856205,Carrier,Cease Completed,05/06/2019,
ref_878844281,Business,Completed,05/06/2019,
ref_878839097,Business,Completed,05/06/2019,
ref_878838906,Business,Completed,05/06/2019,
ref_878838701,Internal,In Progress,05/06/2019,BAU
ref_878838507,Internal,Completed,05/06/2019,
ref_878838264,Business,Completed,05/06/2019,
ref_878831251,Business,Completed,05/06/2019,
ref_878830421,Business,Completed,05/06/2019,
ref_878827201,Carrier,Completed,05/06/2019,
ref_878822115,Business,Cease Completed,05/06/2019,
ref_878821996,Carrier,Cease Completed,05/06/2019,
ref_878821786,Carrier,Cease Completed,05/06/2019,
ref_878819785,Internal,Cease Completed,05/06/2019,
ref_878819762,Internal,Cease Completed,05/06/2019,
ref_878819742,Internal,Cancelled,05/06/2019,BAU
ref_878819716,Internal,Cease Completed,05/06/2019,
ref_878819696,Internal,Cease Completed,05/06/2019,
ref_878819663,Business,Cease Completed,05/06/2019,
ref_878819640,Business,Cease Completed,05/06/2019,
ref_878819567,Business,Cease Completed,05/06/2019,
ref_878819462,Business,Cease Completed,05/06/2019,
ref_878819341,Business,Cease Completed,05/06/2019,
ref_878802150,Business,Completed,05/06/2019,
ref_878801948,Business,Completed,05/06/2019,
ref_878801716,Business,In Progress,05/06/2019,BAU
ref_878924837,Business,Completed,06/06/2019,
ref_878924611,Business,Completed,06/06/2019,
ref_878923064,Business,Parked,06/06/2019,Project Parked
ref_878922616,Business,Completed,06/06/2019,
ref_878922257,Business,In Progress,06/06/2019,BAU
ref_878901871,Business,Parked,06/06/2019,Project Parked
ref_878901478,Carrier,Cease Completed,06/06/2019,
ref_878901388,Carrier,Cease Completed,06/06/2019,
ref_878901290,Carrier,Cease Completed,06/06/2019,
ref_878901204,Carrier,Cease Completed,06/06/2019,
ref_878832381,Carrier,Completed,06/06/2019,
ref_878827176,Business,Cease Completed,06/06/2019,
ref_878827066,Business,Cease Completed,06/06/2019,
ref_878826992,Business,Cease Completed,06/06/2019,
ref_878826969,Business,Cease Completed,06/06/2019,
ref_878826932,Business,Cease Completed,06/06/2019,
ref_878826827,Internal,Cease Completed,06/06/2019,
ref_878826801,Internal,Cease Completed,06/06/2019,
ref_878826785,Internal,Cease Completed,06/06/2019,
ref_878826765,Internal,Cease Completed,06/06/2019,
ref_878826741,Internal,Cease Completed,06/06/2019,
ref_878826076,Carrier,Cease Completed,06/06/2019,
ref_878825974,Carrier,Cancelled,06/06/2019,Backlog
ref_878825901,Carrier,Cease Completed,06/06/2019,
ref_878825818,Business,Cease Completed,06/06/2019,
ref_878825746,Business,Cease Completed,06/06/2019,
ref_878825658,Business,Cease Completed,06/06/2019,
ref_878825543,Carrier,Cease Completed,06/06/2019,
ref_878819183,Internal,In Progress,06/06/2019,BAU
ref_878818881,Internal,In Progress,06/06/2019,BAU
ref_878928676,Business,Cease Completed,07/06/2019,
ref_878928564,Business,Cancelled,07/06/2019,Backlog
ref_878928445,Business,Cease Completed,07/06/2019,
ref_878928422,Internal,Cease Completed,07/06/2019,
ref_878928396,Internal,Cease Completed,07/06/2019,
ref_878928374,Internal,Cease Completed,07/06/2019,
ref_878928348,Internal,Cease Completed,07/06/2019,
ref_878928318,Internal,Cease Completed,07/06/2019,
ref_878919788,Carrier,Cease Completed,07/06/2019,
ref_878919737,Carrier,Cease Completed,07/06/2019,
ref_878859175,Business,Completed,07/06/2019,
ref_878858905,Business,Completed,07/06/2019,
ref_878858653,Carrier,Completed,07/06/2019,
ref_878858401,Carrier,Completed,07/06/2019,
ref_879070486,Business,Completed,10/06/2019,
ref_879070298,Business,Completed,10/06/2019,
ref_879070119,Business,Completed,10/06/2019,
ref_879069938,Business,Completed,10/06/2019,
ref_879069759,Business,Completed,10/06/2019,
ref_879069580,Business,Completed,10/06/2019,
ref_879069401,Business,Completed,10/06/2019,
ref_879069222,Business,Completed,10/06/2019,
ref_879068043,Business,Completed,10/06/2019,
ref_879067864,Business,Completed,10/06/2019,
ref_879067685,Business,Completed,10/06/2019,
ref_879067506,Business,Completed,10/06/2019,
ref_879067327,Business,Completed,10/06/2019,
ref_879066148,Business,Completed,10/06/2019,
ref_879065969,Business,Completed,10/06/2019,
ref_879065790,Business,Completed,10/06/2019,
ref_879065611,Business,Completed,10/06/2019,
ref_879065432,Business,Completed,10/06/2019,
ref_879065253,Business,Completed,10/06/2019,
ref_879053060,Business,Completed,10/06/2019,
ref_879052866,Business,Cancelled,10/06/2019,BAU
ref_879052672,Business,Cancelled,10/06/2019,BAU
ref_879052422,Business,Completed,10/06/2019,
ref_879052215,Business,Parked,10/06/2019,Project Parked
ref_879043017,Business,Completed,10/06/2019,
ref_879042799,Business,Completed,10/06/2019,
ref_879042588,Business,Completed,10/06/2019,
ref_879042386,Business,Parked,10/06/2019,Project Parked
ref_879030403,Carrier,Cease Completed,10/06/2019,
ref_879030316,Carrier,Cease Completed,10/06/2019,
ref_879030222,Carrier,Cease In Progress,10/06/2019,BAU
ref_879029188,Business,Parked,10/06/2019,Project Parked
ref_879028971,Business,Completed,10/06/2019,
ref_879028558,Business,Completed,10/06/2019,
ref_879026736,Business,Cease Completed,10/06/2019,
ref_879026647,Business,Cease Completed,10/06/2019,
ref_879026576,Business,Cease Completed,10/06/2019,
ref_879026434,Business,Cease Completed,10/06/2019,
ref_879026351,Business,Cease Completed,10/06/2019,
ref_879016931,Carrier,In Progress,10/06/2019,BAU
ref_879016861,Carrier,Completed,10/06/2019,
ref_879016471,Carrier,Cancelled,10/06/2019,Backlog
ref_879016451,Business,Completed,10/06/2019,
ref_879016441,Business,Parked,10/06/2019,Project Parked
ref_879016201,Business,Completed,10/06/2019,
ref_879015721,Carrier,In Progress,10/06/2019,BAU
ref_879015541,Carrier,Completed,10/06/2019,
ref_879015201,Business,In Progress,10/06/2019,BAU
ref_879008211,Business,In Progress,10/06/2019,BAU
ref_878974050,Business,Cease Completed,10/06/2019,
ref_878968271,Carrier,In Progress,10/06/2019,BAU
ref_878962105,Business,Cease Completed,10/06/2019,
ref_878961996,Carrier,Cease Completed,10/06/2019,
ref_878961913,Carrier,Cease Completed,10/06/2019,
ref_878961862,Carrier,Cease Completed,10/06/2019,
ref_878955241,Business,Completed,10/06/2019,
ref_878955231,Internal,Cancelled,10/06/2019,BAU
ref_878954441,Business,Completed,10/06/2019,
ref_878915261,Business,Completed,10/06/2019,
ref_878876186,Internal,Cease Completed,10/06/2019,
ref_878876166,Internal,Cease Completed,10/06/2019,
ref_878876142,Internal,Cease Completed,10/06/2019,
ref_878876122,Internal,Cease Completed,10/06/2019,
ref_878876095,Internal,Cease Completed,10/06/2019,
ref_878833081,Carrier,Cancelled,10/06/2019,Backlog
ref_878832941,Internal,Cancelled,10/06/2019,BAU
ref_878832431,Business,Completed,10/06/2019,
ref_879115435,Carrier,Cease Completed,11/06/2019,
ref_879115341,Business,Cease Completed,11/06/2019,
ref_879115230,Business,Cease Completed,11/06/2019,
ref_879107152,Business,Completed,11/06/2019,
ref_879106962,Business,Completed,11/06/2019,
ref_879106601,Business,Completed,11/06/2019,
ref_879106338,Business,Parked,11/06/2019,BAU Parked
ref_879091705,Internal,In Progress,11/06/2019,BAU
ref_879091670,Internal,Completed,11/06/2019,
ref_879091484,Internal,Completed,11/06/2019,
ref_879091281,Internal,Completed,11/06/2019,
ref_879087158,Business,Cease Completed,11/06/2019,
ref_879087084,Business,Cease Completed,11/06/2019,
ref_879087012,Business,Cease Completed,11/06/2019,
ref_879086938,Business,Cease Completed,11/06/2019,
ref_879086850,Business,Cease Completed,11/06/2019,
ref_879086491,Business,Cease In Progress,11/06/2019,BAU
ref_879055619,Business,Completed,11/06/2019,
ref_879046231,Carrier,Completed,11/06/2019,
ref_879009831,Carrier,Completed,11/06/2019,
ref_878912981,Business,In Progress,11/06/2019,BAU
ref_879177794,Business,Completed,12/06/2019,
ref_879177615,Business,Completed,12/06/2019,
ref_879177436,Business,Completed,12/06/2019,
ref_879177257,Business,Cancelled,12/06/2019,Backlog
ref_879174078,Business,Completed,12/06/2019,
ref_879173899,Business,Completed,12/06/2019,
ref_879173720,Business,Completed,12/06/2019,
ref_879173541,Business,Completed,12/06/2019,
ref_879173352,Business,Completed,12/06/2019,
ref_879170173,Business,Completed,12/06/2019,
ref_879169969,Business,Completed,12/06/2019,
ref_879169783,Business,Completed,12/06/2019,
ref_879169604,Business,Completed,12/06/2019,
ref_879169421,Business,Completed,12/06/2019,
ref_879169232,Business,Completed,12/06/2019,
ref_879168325,Carrier,Cease Completed,12/06/2019,
ref_879168244,Carrier,Cancelled,12/06/2019,BAU
ref_879165053,Business,Completed,12/06/2019,
ref_879164874,Business,Completed,12/06/2019,
ref_879164695,Business,Completed,12/06/2019,
ref_879164512,Business,Completed,12/06/2019,
ref_879164325,Business,Completed,12/06/2019,
ref_879162201,Business,Completed,12/06/2019,
ref_879160182,Carrier,Cease Completed,12/06/2019,
ref_879160120,Carrier,Cancelled,12/06/2019,BAU
ref_879160036,Carrier,Cancelled,12/06/2019,BAU
ref_879160009,Carrier,Cease Completed,12/06/2019,
ref_879159935,Business,Cease Completed,12/06/2019,
ref_879159847,Carrier,Cease Completed,12/06/2019,
ref_879159790,Carrier,Cease Completed,12/06/2019,
ref_879159738,Carrier,Cease Completed,12/06/2019,
ref_879159686,Carrier,Cease Completed,12/06/2019,
ref_879159624,Carrier,Cease Completed,12/06/2019,
ref_879145241,Business,Completed,12/06/2019,
ref_879144571,Carrier,In Progress,12/06/2019,BAU
ref_879144241,Business,Completed,12/06/2019,
ref_879143511,Carrier,Completed,12/06/2019,
ref_879076271,Business,Completed,12/06/2019,
ref_879037491,Business,Completed,12/06/2019,
ref_879037481,Business,Completed,12/06/2019,
ref_879018791,Carrier,Completed,12/06/2019,
ref_879018491,Business,Completed,12/06/2019,
ref_878865128,Business,Cancelled,12/06/2019,BAU
ref_879231794,Business,Completed,13/06/2019,
ref_879231404,Business,Completed,13/06/2019,
ref_879228649,Business,Completed,13/06/2019,
ref_879228458,Business,Parked,13/06/2019,Project Parked
ref_879228262,Business,Parked,13/06/2019,Project Parked
ref_879225461,Carrier,In Progress,13/06/2019,BAU
ref_879225247,Carrier,In Progress,13/06/2019,BAU
ref_879219232,Internal,Cease Completed,13/06/2019,
ref_879215079,Business,Cancelled,13/06/2019,BAU
ref_879214882,Business,Completed,13/06/2019,
ref_879214690,Business,Cancelled,13/06/2019,BAU
ref_879214219,Business,Completed,13/06/2019,
ref_879211211,Business,Completed,13/06/2019,
ref_879150865,Internal,Cease Completed,13/06/2019,
ref_879150845,Internal,Cease Completed,13/06/2019,
ref_879150749,Internal,Cease Completed,13/06/2019,
ref_879150664,Business,Cease Completed,13/06/2019,
ref_879144881,Carrier,Parked,13/06/2019,BAU Parked
ref_879135199,Carrier,Cease Completed,13/06/2019,
ref_879135127,Carrier,Cease Completed,13/06/2019,
ref_879135065,Carrier,Cease Completed,13/06/2019,
ref_879135003,Carrier,Cease Completed,13/06/2019,
ref_879134946,Carrier,Cease Completed,13/06/2019,
ref_879134711,Business,Cease Completed,13/06/2019,
ref_879134689,Carrier,Cease Completed,13/06/2019,
ref_879134386,Business,Cease Completed,13/06/2019,
ref_879081142,Internal,Cease Completed,13/06/2019,
ref_879081120,Internal,Cease Completed,13/06/2019,
ref_879081080,Internal,Cease Completed,13/06/2019,
ref_879081030,Internal,Cease Completed,13/06/2019,
ref_879045031,Carrier,In Progress,13/06/2019,BAU
ref_879044811,Carrier,In Progress,13/06/2019,BAU
ref_879044767,Internal,In Progress,13/06/2019,BAU
ref_879044727,Internal,In Progress,13/06/2019,BAU
ref_879018891,Carrier,In Progress,13/06/2019,BAU
ref_879018851,Business,In Progress,13/06/2019,BAU
ref_879303976,Business,Completed,14/06/2019,
ref_879303581,Business,In Progress,14/06/2019,BAU
ref_879303230,Business,Parked,14/06/2019,BAU Parked
ref_879296847,Business,Completed,14/06/2019,
ref_879296632,Business,Completed,14/06/2019,
ref_879296413,Business,In Progress,14/06/2019,BAU
ref_879296202,Business,Completed,14/06/2019,
ref_879292960,Business,Completed,14/06/2019,
ref_879292758,Business,Completed,14/06/2019,
ref_879292548,Business,In Progress,14/06/2019,BAU
ref_879287231,Carrier,Completed,14/06/2019,
ref_879284201,Carrier,Completed,14/06/2019,
ref_879283164,Business,Parked,14/06/2019,Project Parked
ref_879282965,Business,Parked,14/06/2019,Project Parked
ref_879282777,Business,Parked,14/06/2019,Project Parked
ref_879282550,Business,Completed,14/06/2019,
ref_879282359,Business,Completed,14/06/2019,
ref_879275241,Carrier,In Progress,14/06/2019,Backlog
ref_879273859,Carrier,Cease Completed,14/06/2019,
ref_879273805,Carrier,Cease Completed,14/06/2019,
ref_879273773,Carrier,Cease Completed,14/06/2019,
ref_879273711,Carrier,Cease Completed,14/06/2019,
ref_879273602,Carrier,Cease Completed,14/06/2019,
ref_879273551,Internal,Cease Completed,14/06/2019,
ref_879273468,Carrier,Cease Completed,14/06/2019,
ref_879263575,Business,Cease Completed,14/06/2019,
ref_879263506,Business,Cease Completed,14/06/2019,
ref_879263416,Internal,Cease Completed,14/06/2019,
ref_879263386,Internal,Cease Completed,14/06/2019,
ref_879263366,Internal,Cease Completed,14/06/2019,
ref_879263346,Internal,Cease Completed,14/06/2019,
ref_879263323,Internal,Cease Completed,14/06/2019,
ref_879201200,Carrier,Completed,14/06/2019,
ref_879200942,Carrier,Completed,14/06/2019,
ref_879200669,Carrier,Completed,14/06/2019,
ref_879139939,Business,Cancelled,14/06/2019,BAU
ref_879383638,Internal,Cease Completed,17/06/2019,
ref_879383396,Internal,Completed,17/06/2019,
ref_879372920,Business,Completed,17/06/2019,
ref_879372717,Business,Completed,17/06/2019,
ref_879372249,Business,Completed,17/06/2019,
ref_879367960,Internal,Cease Completed,17/06/2019,
ref_879364868,Internal,Completed,17/06/2019,
ref_879364598,Business,Cease Completed,17/06/2019,
ref_879364507,Business,Cease Completed,17/06/2019,
ref_879364417,Internal,Cease Completed,17/06/2019,
ref_879364311,Internal,Cease Completed,17/06/2019,
ref_879360887,Business,Completed,17/06/2019,
ref_879360682,Business,In Progress,17/06/2019,BAU
ref_879360453,Business,Completed,17/06/2019,
ref_879360249,Business,Completed,17/06/2019,
ref_879358201,Carrier,Completed,17/06/2019,
ref_879341079,Carrier,Cease Completed,17/06/2019,
ref_879340994,Carrier,Cease Completed,17/06/2019,
ref_879340927,Carrier,Cease Completed,17/06/2019,
ref_879340846,Carrier,Cease Completed,17/06/2019,
ref_879340776,Carrier,Cease Completed,17/06/2019,
ref_879340688,Carrier,Cease Completed,17/06/2019,
ref_879340667,Carrier,Cease Completed,17/06/2019,
ref_879312251,Carrier,Completed,17/06/2019,
ref_879264196,Internal,Cease Completed,17/06/2019,
ref_879264106,Internal,Cease Completed,17/06/2019,
ref_879264035,Internal,Cease Completed,17/06/2019,
ref_879450702,Business,Completed,18/06/2019,
ref_879443728,Business,Cease Completed,18/06/2019,
ref_879443691,Business,Cease Completed,18/06/2019,
ref_879425451,Business,In Progress,18/06/2019,BAU
ref_879425441,Business,Cancelled,18/06/2019,BAU
ref_879425201,Business,Completed,18/06/2019,
ref_879423511,Business,Completed,18/06/2019,
ref_879423501,Business,Completed,18/06/2019,
ref_879422471,Business,Completed,18/06/2019,
ref_879417411,Business,Completed,18/06/2019,
ref_879417221,Carrier,In Progress,18/06/2019,BAU
ref_879414261,Business,Parked,18/06/2019,Project Parked
ref_879355511,Business,In Progress,18/06/2019,BAU
ref_879350583,Internal,Cease Completed,18/06/2019,
ref_879350553,Internal,Cease Completed,18/06/2019,
ref_879350523,Internal,Cease Completed,18/06/2019,
ref_879350503,Internal,Cease Completed,18/06/2019,
ref_879350467,Internal,Cease Completed,18/06/2019,
ref_879302630,Business,In Progress,18/06/2019,BAU
ref_879503260,Business,Parked,19/06/2019,BAU Parked
ref_879499944,Internal,Cease Completed,19/06/2019,
ref_879499854,Internal,Cease Completed,19/06/2019,
ref_879499252,Internal,Cease Completed,19/06/2019,
ref_879499222,Internal,Cease Completed,19/06/2019,
ref_879483271,Carrier,In Progress,19/06/2019,Backlog
ref_879483211,Carrier,In Progress,19/06/2019,BAU
ref_879478421,Carrier,In Progress,19/06/2019,BAU
ref_879475461,Carrier,In Progress,19/06/2019,Backlog
ref_879474421,Carrier,Cancelled,19/06/2019,BAU
ref_879473221,Business,Completed,19/06/2019,
ref_879464064,Business,Completed,19/06/2019,
ref_879463629,Business,Completed,19/06/2019,
ref_879443857,Carrier,Cancelled,19/06/2019,BAU
ref_879270161,Internal,Cease Completed,19/06/2019,
ref_879270045,Carrier,Cancelled,19/06/2019,BAU
ref_879269936,Carrier,Cease Completed,19/06/2019,
ref_879269849,Business,Cease Completed,19/06/2019,
ref_879269759,Business,Cease Completed,19/06/2019,
ref_879262787,Carrier,Cancelled,19/06/2019,BAU
ref_879544604,Business,Cancelled,20/06/2019,Backlog
ref_879544388,Business,Cancelled,20/06/2019,Backlog
ref_879540621,Business,Cease Completed,20/06/2019,
ref_879540559,Business,Cease Completed,20/06/2019,
ref_879534928,Business,Cease Completed,20/06/2019,
ref_879534701,Internal,Cease Completed,20/06/2019,
ref_879534611,Internal,Cease Completed,20/06/2019,
ref_879534521,Internal,Cease Completed,20/06/2019,
ref_879526201,Carrier,Completed,20/06/2019,
ref_879525261,Business,Completed,20/06/2019,
ref_879524411,Carrier,Cancelled,20/06/2019,Backlog
ref_879523211,Carrier,Completed,20/06/2019,
ref_879482605,Business,Cease Completed,20/06/2019,
ref_879482559,Internal,Cease Completed,20/06/2019,
ref_879482525,Internal,Cease Completed,20/06/2019,
ref_879476691,Carrier,Completed,20/06/2019,
ref_879437979,Carrier,Parked,20/06/2019,Project Parked
ref_879386919,Business,Completed,20/06/2019,
ref_879386725,Business,Completed,20/06/2019,
ref_879305761,Carrier,In Progress,20/06/2019,BAU
ref_879223086,Carrier,Completed,20/06/2019,
ref_879609944,Business,Cancelled,21/06/2019,BAU
ref_879609567,Business,Parked,21/06/2019,BAU Parked
ref_879609365,Business,Completed,21/06/2019,
ref_879606176,Business,Cancelled,21/06/2019,Backlog
ref_879605982,Business,Cancelled,21/06/2019,Backlog
ref_879605765,Business,Completed,21/06/2019,
ref_879605380,Business,Parked,21/06/2019,Project Parked
